658.0	1.0	265	59
658.0	7.0	90	189
658.0	4.0	178	182
659.0	7.0	90	189
659.0	4.0	179	181
659.0	1.0	263	61
660.0	7.0	90	189
660.0	4.0	180	180
660.0	1.0	261	63
661.0	7.0	90	189
661.0	4.0	181	179
661.0	1.0	259	65
662.0	1.0	257	67
662.0	7.0	90	189
662.0	4.0	182	178
663.0	4.0	183	177
663.0	1.0	255	69
663.0	7.0	90	189
664.0	1.0	253	71
664.0	4.0	184	176
664.0	7.0	90	189
665.0	4.0	185	175
665.0	7.0	90	189
665.0	1.0	251	73
666.0	7.0	90	189
666.0	4.0	186	174
666.0	1.0	249	75
667.0	7.0	90	189
667.0	4.0	187	173
667.0	1.0	247	77
668.0	4.0	188	172
668.0	1.0	245	79
668.0	7.0	90	189
669.0	1.0	243	81
669.0	7.0	90	189
669.0	4.0	189	171
670.0	4.0	190	170
670.0	1.0	241	83
670.0	7.0	90	189
671.0	4.0	191	169
671.0	7.0	90	189
671.0	1.0	239	85
672.0	4.0	192	168
672.0	7.0	90	189
672.0	1.0	237	87
673.0	7.0	90	189
673.0	1.0	235	89
673.0	4.0	193	167
674.0	7.0	90	189
674.0	4.0	194	166
674.0	1.0	233	91
675.0	4.0	195	165
675.0	1.0	231	93
675.0	7.0	90	189
676.0	1.0	229	95
676.0	7.0	90	189
676.0	4.0	196	164
677.0	1.0	227	97
677.0	4.0	197	163
677.0	7.0	90	189
678.0	1.0	225	99
678.0	4.0	198	162
678.0	7.0	90	189
679.0	7.0	90	189
679.0	1.0	223	101
679.0	4.0	199	161
680.0	1.0	221	103
680.0	4.0	200	160
680.0	7.0	90	189
681.0	4.0	201	159
681.0	7.0	90	189
681.0	1.0	219	105
682.0	1.0	217	107
682.0	7.0	90	189
682.0	4.0	202	158
683.0	7.0	90	189
683.0	4.0	203	157
683.0	1.0	215	109
684.0	1.0	213	111
684.0	7.0	90	189
684.0	4.0	204	156
685.0	1.0	211	113
685.0	7.0	90	189
685.0	4.0	205	155
686.0	4.0	206	154
686.0	7.0	90	189
686.0	1.0	209	115
687.0	1.0	207	117
687.0	4.0	207	153
687.0	7.0	90	189
688.0	7.0	90	189
688.0	1.0	205	119
688.0	4.0	206	152
689.0	4.0	205	151
689.0	7.0	90	189
689.0	1.0	203	121
690.0	1.0	201	123
690.0	7.0	90	189
690.0	4.0	204	150
691.0	7.0	90	189
691.0	1.0	199	125
691.0	4.0	203	149
692.0	7.0	90	189
692.0	1.0	197	127
692.0	4.0	202	148
693.0	4.0	201	147
693.0	7.0	90	189
693.0	1.0	195	129
694.0	7.0	90	189
694.0	1.0	193	131
