889.0	1.0	201	145
889.0	4.0	200	180
889.0	7.0	262	4
890.0	4.0	201	179
890.0	7.0	262	4
890.0	1.0	203	143
891.0	7.0	262	4
891.0	4.0	202	178
891.0	1.0	205	141
892.0	4.0	203	177
892.0	7.0	262	4
892.0	1.0	207	139
893.0	4.0	204	176
893.0	7.0	262	4
893.0	1.0	209	137
894.0	7.0	262	4
894.0	1.0	211	135
894.0	4.0	205	175
895.0	1.0	213	133
895.0	4.0	206	174
895.0	7.0	262	4
896.0	7.0	262	4
896.0	1.0	215	131
896.0	4.0	207	173
897.0	1.0	217	129
897.0	7.0	262	4
897.0	4.0	208	172
898.0	7.0	262	4
898.0	4.0	209	171
898.0	1.0	219	127
899.0	7.0	262	4
899.0	1.0	221	125
899.0	4.0	210	170
900.0	1.0	223	123
900.0	7.0	262	4
900.0	4.0	211	169
901.0	1.0	225	121
901.0	4.0	212	168
901.0	7.0	262	4
902.0	7.0	262	4
902.0	4.0	213	167
902.0	1.0	227	119
903.0	4.0	214	166
903.0	7.0	262	4
903.0	1.0	229	117
904.0	1.0	231	115
904.0	4.0	215	165
904.0	7.0	262	4
905.0	4.0	216	164
905.0	7.0	262	4
905.0	1.0	233	113
906.0	4.0	217	163
906.0	1.0	235	111
906.0	7.0	262	4
907.0	4.0	218	162
907.0	7.0	262	4
907.0	1.0	237	109
908.0	7.0	262	4
908.0	4.0	219	161
908.0	1.0	239	107
909.0	4.0	220	160
909.0	1.0	241	105
909.0	7.0	262	4
910.0	1.0	243	103
910.0	7.0	262	4
910.0	4.0	221	159
911.0	4.0	222	158
911.0	1.0	245	101
911.0	7.0	262	4
912.0	4.0	223	157
912.0	7.0	262	4
912.0	1.0	247	99
913.0	7.0	262	4
913.0	1.0	249	97
913.0	4.0	224	156
914.0	4.0	225	155
914.0	7.0	262	4
914.0	1.0	251	95
915.0	7.0	262	4
915.0	1.0	253	93
915.0	4.0	226	154
916.0	7.0	262	4
916.0	1.0	255	91
916.0	4.0	227	153
917.0	7.0	262	4
917.0	1.0	257	89
917.0	4.0	228	152
918.0	1.0	259	87
918.0	7.0	262	4
918.0	4.0	229	151
919.0	4.0	230	150
919.0	7.0	262	4
919.0	1.0	261	85
920.0	7.0	262	4
920.0	1.0	263	83
920.0	4.0	231	149
921.0	4.0	232	148
921.0	1.0	265	81
921.0	7.0	262	4
922.0	1.0	267	79
922.0	7.0	262	4
922.0	4.0	233	147
923.0	7.0	262	4
923.0	1.0	267	77
923.0	4.0	234	146
924.0	7.0	262	4
924.0	1.0	266	75
924.0	4.0	235	145
925.0	1.0	266	73
925.0	4.0	236	144
925.0	7.0	262	4
926.0	4.0	237	143
926.0	7.0	262	4
926.0	1.0	265	71
927.0	4.0	238	142
927.0	1.0	265	69
927.0	7.0	262	4
928.0	7.0	262	4
928.0	4.0	239	141
928.0	1.0	264	67
929.0	4.0	240	140
929.0	1.0	264	65
929.0	7.0	262	4
930.0	1.0	264	63
930.0	4.0	241	139
930.0	7.0	262	4
931.0	1.0	264	61
931.0	7.0	262	4
931.0	4.0	242	138
932.0	7.0	262	4
932.0	1.0	263	59
932.0	4.0	243	137
933.0	4.0	244	136
933.0	7.0	262	4
933.0	1.0	263	57
934.0	7.0	262	4
934.0	4.0	245	135
934.0	1.0	263	55
935.0	7.0	262	4
935.0	1.0	263	53
935.0	4.0	246	134
936.0	1.0	263	51
936.0	7.0	262	4
936.0	4.0	247	133
937.0	1.0	263	49
937.0	7.0	262	4
937.0	4.0	248	132
938.0	7.0	262	4
938.0	1.0	263	47
938.0	4.0	249	131
939.0	1.0	263	45
939.0	7.0	262	4
939.0	4.0	250	130
940.0	4.0	251	129
940.0	1.0	263	43
940.0	7.0	262	4
941.0	4.0	252	128
941.0	7.0	262	4
941.0	1.0	263	41
942.0	4.0	253	127
942.0	7.0	262	4
942.0	1.0	263	39
943.0	1.0	263	37
943.0	7.0	262	4
943.0	4.0	254	126
944.0	7.0	262	4
944.0	1.0	263	35
944.0	4.0	255	125
945.0	4.0	256	124
945.0	7.0	262	4
945.0	1.0	262	33
946.0	7.0	262	4
946.0	4.0	257	123
946.0	1.0	262	31
947.0	4.0	258	122
947.0	7.0	262	4
947.0	1.0	262	29
948.0	1.0	262	27
948.0	7.0	262	4
948.0	4.0	259	121
949.0	1.0	262	25
949.0	4.0	260	120
949.0	7.0	262	4
950.0	1.0	262	23
950.0	4.0	261	119
950.0	7.0	262	4
951.0	7.0	262	4
951.0	4.0	262	118
951.0	1.0	262	21
952.0	4.0	263	117
952.0	7.0	262	4
952.0	1.0	262	19
953.0	7.0	262	4
953.0	1.0	262	17
953.0	4.0	262	116
954.0	1.0	262	15
954.0	7.0	262	4
954.0	4.0	262	115
955.0	7.0	262	4
955.0	1.0	262	13
955.0	4.0	262	114
956.0	4.0	262	113
956.0	1.0	262	11
956.0	7.0	262	4
957.0	4.0	262	112
957.0	1.0	262	9
957.0	7.0	262	4
958.0	1.0	262	7
958.0	7.0	262	4
958.0	4.0	262	111
