1791.0	4.0	121	98
1791.0	1.0	144	8
1791.0	7.0	131	207
1792.0	7.0	131	207
1792.0	4.0	122	97
1792.0	1.0	146	10
1793.0	7.0	131	207
1793.0	4.0	123	96
1793.0	1.0	148	12
1794.0	1.0	150	14
1794.0	7.0	131	207
1794.0	4.0	124	95
1795.0	4.0	125	94
1795.0	1.0	152	16
1795.0	7.0	131	207
1796.0	7.0	131	207
1796.0	4.0	126	93
1796.0	1.0	154	18
1797.0	4.0	127	92
1797.0	7.0	131	207
1797.0	1.0	156	20
1798.0	4.0	128	91
1798.0	7.0	131	207
1798.0	1.0	158	22
1799.0	7.0	131	207
1799.0	1.0	160	24
1799.0	4.0	129	90
1800.0	4.0	130	89
1800.0	7.0	131	207
1800.0	1.0	162	26
1801.0	1.0	164	28
1801.0	4.0	131	88
1801.0	7.0	131	207
1802.0	4.0	132	87
1802.0	1.0	165	30
1802.0	7.0	131	207
1803.0	1.0	163	32
1803.0	4.0	133	86
1803.0	7.0	131	207
1804.0	1.0	161	34
1804.0	7.0	131	207
1804.0	4.0	134	85
1805.0	4.0	135	84
1805.0	1.0	159	36
1805.0	7.0	131	207
1806.0	7.0	131	207
1806.0	1.0	157	38
1806.0	4.0	136	83
1807.0	7.0	131	207
1807.0	4.0	137	82
1807.0	1.0	155	40
1808.0	7.0	131	207
1808.0	4.0	138	81
1808.0	1.0	153	42
1809.0	1.0	151	44
1809.0	4.0	139	80
1809.0	7.0	131	207
1810.0	4.0	140	79
1810.0	7.0	131	207
1810.0	1.0	149	46
1811.0	4.0	141	78
1811.0	7.0	131	207
1811.0	1.0	147	48
1812.0	4.0	142	77
1812.0	1.0	145	50
1812.0	7.0	131	207
1813.0	4.0	143	76
1813.0	7.0	131	207
1813.0	1.0	143	52
1814.0	4.0	142	75
1814.0	1.0	141	54
1814.0	7.0	131	207
1815.0	7.0	131	207
1815.0	1.0	139	56
1815.0	4.0	141	74
1816.0	1.0	137	58
1816.0	4.0	140	73
1816.0	7.0	131	207
1817.0	7.0	131	207
1817.0	1.0	135	60
1817.0	4.0	139	72
1818.0	1.0	133	62
1818.0	4.0	138	71
1818.0	7.0	131	207
1819.0	7.0	131	207
1819.0	1.0	131	64
1819.0	4.0	137	70
