722.0	3.0	94	245
722.0	6.0	93	190
722.0	9.0	176	21
723.0	3.0	96	243
723.0	9.0	176	21
723.0	6.0	94	191
724.0	6.0	95	192
724.0	3.0	98	241
724.0	9.0	176	21
725.0	9.0	176	21
725.0	3.0	100	239
725.0	6.0	96	193
726.0	9.0	176	21
726.0	6.0	97	194
726.0	3.0	102	237
727.0	6.0	98	195
727.0	3.0	104	235
727.0	9.0	176	21
728.0	6.0	99	196
728.0	9.0	176	21
728.0	3.0	106	233
729.0	9.0	176	21
729.0	3.0	108	231
729.0	6.0	100	197
730.0	3.0	110	229
730.0	6.0	101	198
730.0	9.0	176	21
731.0	9.0	176	21
731.0	6.0	102	199
731.0	3.0	112	227
732.0	9.0	176	21
732.0	6.0	103	200
732.0	3.0	114	225
733.0	3.0	116	223
733.0	9.0	176	21
733.0	6.0	104	201
734.0	3.0	118	221
734.0	9.0	176	21
734.0	6.0	105	202
735.0	6.0	106	203
735.0	3.0	120	219
735.0	9.0	176	21
736.0	9.0	176	21
736.0	3.0	122	217
736.0	6.0	107	204
737.0	9.0	176	21
737.0	6.0	108	205
737.0	3.0	124	215
738.0	9.0	176	21
738.0	3.0	126	213
738.0	6.0	109	206
739.0	3.0	128	211
739.0	6.0	110	207
739.0	9.0	176	21
740.0	6.0	111	208
740.0	9.0	176	21
740.0	3.0	130	209
741.0	6.0	112	207
741.0	9.0	176	21
741.0	3.0	132	207
742.0	6.0	113	206
742.0	9.0	176	21
742.0	3.0	134	205
743.0	6.0	114	205
743.0	9.0	176	21
743.0	3.0	136	203
744.0	9.0	176	21
744.0	6.0	115	204
744.0	3.0	138	201
745.0	3.0	140	199
745.0	6.0	116	203
745.0	9.0	176	21
746.0	9.0	176	21
746.0	3.0	142	197
746.0	6.0	117	202
747.0	6.0	118	201
747.0	9.0	176	21
747.0	3.0	144	195
748.0	3.0	146	193
748.0	9.0	176	21
748.0	6.0	119	200
