2057.0	6.0	109	143
2057.0	3.0	61	96
2057.0	9.0	115	194
2058.0	3.0	63	98
2058.0	6.0	108	142
2058.0	9.0	115	194
2059.0	6.0	107	141
2059.0	9.0	115	194
2059.0	3.0	65	100
2060.0	3.0	67	102
2060.0	9.0	115	194
2060.0	6.0	106	140
2061.0	3.0	69	104
2061.0	9.0	115	194
2061.0	6.0	105	139
2062.0	9.0	115	194
2062.0	6.0	104	138
2062.0	3.0	71	106
2063.0	9.0	115	194
2063.0	3.0	73	108
2063.0	6.0	103	137
2064.0	3.0	75	110
2064.0	9.0	115	194
2064.0	6.0	102	136
2065.0	6.0	101	135
2065.0	3.0	77	112
2065.0	9.0	115	194
2066.0	6.0	100	134
2066.0	9.0	115	194
2066.0	3.0	79	114
2067.0	6.0	99	133
2067.0	3.0	81	116
2067.0	9.0	115	194
2068.0	9.0	115	194
2068.0	3.0	83	118
2068.0	6.0	98	132
2069.0	9.0	115	194
2069.0	6.0	97	131
2069.0	3.0	85	120
2070.0	3.0	87	122
2070.0	9.0	115	194
2070.0	6.0	96	130
2071.0	9.0	115	194
2071.0	3.0	89	124
2071.0	6.0	95	129
2072.0	6.0	94	128
2072.0	3.0	91	126
2072.0	9.0	115	194
2073.0	6.0	93	129
2073.0	9.0	115	194
2073.0	3.0	93	128
