TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y
315970999.5,00000000-0000-0000-0000-000000000000,AV,2169.596895,821.2487736
315970999.5,00000000-0000-0000-0000-000000014129,OTHERS,2187.359738,840.5926358
315970999.5,00000000-0000-0000-0000-000000014364,OTHERS,2181.477149,836.046175
315970999.5,00000000-0000-0000-0000-000000014617,OTHERS,2180.360176,827.7572269
315970999.5,00000000-0000-0000-0000-000000014669,OTHERS,2176.596877,832.6044322
315970999.5,00000000-0000-0000-0000-000000014786,OTHERS,2172.692096,769.8710519
315970999.5,00000000-0000-0000-0000-000000014661,OTHERS,2161.095797,818.9861477
315970999.5,00000000-0000-0000-0000-000000014720,OTHERS,2192.269508,844.6314785
315970999.5,00000000-0000-0000-0000-000000014762,OTHERS,2190.04514,839.2805151
315970999.5,00000000-0000-0000-0000-000000014787,OTHERS,2151.599779,799.6347329
315970999.5,00000000-0000-0000-0000-000000014751,AGENT,2155.276552,814.851838
315970999.5,00000000-0000-0000-0000-000000014789,OTHERS,2087.078234,762.0588598
315970999.5,00000000-0000-0000-0000-000000014723,OTHERS,2222.681637,862.9012042
315970999.5,00000000-0000-0000-0000-000000014799,OTHERS,2188.90259,838.2880183
315970999.5,00000000-0000-0000-0000-000000014708,OTHERS,2165.813435,823.8473511
315970999.5,00000000-0000-0000-0000-000000014685,OTHERS,2194.063816,838.935563
315970999.5,00000000-0000-0000-0000-000000014692,OTHERS,2170.900489,828.4194935
315970999.5,00000000-0000-0000-0000-000000014691,OTHERS,2187.689829,834.4889475
315970999.5,00000000-0000-0000-0000-000000014676,OTHERS,2177.332139,837.1290208
315970999.5,00000000-0000-0000-0000-000000014686,OTHERS,2183.185111,841.4834582
315970999.5,00000000-0000-0000-0000-000000014684,OTHERS,2160.436953,813.1048416
315970999.6,00000000-0000-0000-0000-000000000000,AV,2169.554518,821.2079766
315970999.6,00000000-0000-0000-0000-000000014129,OTHERS,2187.167032,840.4518618
315970999.6,00000000-0000-0000-0000-000000014364,OTHERS,2181.419931,835.97609
315970999.6,00000000-0000-0000-0000-000000014617,OTHERS,2180.300676,827.726498
315970999.6,00000000-0000-0000-0000-000000014669,OTHERS,2176.566307,832.6074218
315970999.6,00000000-0000-0000-0000-000000014786,OTHERS,2173.487646,768.9917737
315970999.6,00000000-0000-0000-0000-000000014661,OTHERS,2161.073035,818.9765492
315970999.6,00000000-0000-0000-0000-000000014720,OTHERS,2192.2379,844.5903411
315970999.6,00000000-0000-0000-0000-000000014762,OTHERS,2188.332603,837.8567296
315970999.6,00000000-0000-0000-0000-000000014787,OTHERS,2151.4223,799.5041236
315970999.6,00000000-0000-0000-0000-000000014751,AGENT,2155.214962,814.8119474
315970999.6,00000000-0000-0000-0000-000000014789,OTHERS,2087.109593,762.0081067
315970999.6,00000000-0000-0000-0000-000000014723,OTHERS,2222.470141,862.9735488
315970999.6,00000000-0000-0000-0000-000000014801,OTHERS,2191.770703,837.9154024
315970999.6,00000000-0000-0000-0000-000000014799,OTHERS,2189.579644,838.8814135
315970999.6,00000000-0000-0000-0000-000000014708,OTHERS,2165.851493,823.9407421
315970999.6,00000000-0000-0000-0000-000000014685,OTHERS,2193.339877,838.647143
315970999.6,00000000-0000-0000-0000-000000014692,OTHERS,2170.904861,828.4217837
315970999.6,00000000-0000-0000-0000-000000014691,OTHERS,2187.729219,834.612313
315970999.6,00000000-0000-0000-0000-000000014676,OTHERS,2177.319584,837.1282269
315970999.6,00000000-0000-0000-0000-000000014686,OTHERS,2183.224045,841.549373
315970999.6,00000000-0000-0000-0000-000000014684,OTHERS,2160.400481,813.0885947
315970999.7,00000000-0000-0000-0000-000000000000,AV,2169.554446,821.2078313
315970999.7,00000000-0000-0000-0000-000000014129,OTHERS,2187.104786,840.3885675
315970999.7,00000000-0000-0000-0000-000000014364,OTHERS,2181.447873,836.0181501
315970999.7,00000000-0000-0000-0000-000000014617,OTHERS,2180.468305,827.8434486
315970999.7,00000000-0000-0000-0000-000000014669,OTHERS,2176.575409,832.6212575
315970999.7,00000000-0000-0000-0000-000000014786,OTHERS,2174.178054,768.1755348
315970999.7,00000000-0000-0000-0000-000000014661,OTHERS,2161.115361,819.0221847
315970999.7,00000000-0000-0000-0000-000000014720,OTHERS,2192.302315,844.6686192
315970999.7,00000000-0000-0000-0000-000000014762,OTHERS,2188.644533,838.0979882
